                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 2.1629,                 1.1949,                  1.441,                0.76802,                0.71707,                0.77476,                0.42364,                 2.2116,                 1.1535,                 1.5271,               0.003466,               0.003466,               0.003466
                    134,                 2.1491,                 1.1983,                 1.4408,                 0.7709,                0.72197,                0.77691,                0.42619,                 2.2073,                 1.1492,                 1.5246,              0.0034165,              0.0034165,              0.0034165
                    135,                 2.1679,                 1.1961,                 1.4425,                0.76763,                0.72086,                 0.7787,                0.42744,                 2.2012,                 1.1457,                  1.522,               0.003367,               0.003367,               0.003367
                    136,                  2.145,                 1.1892,                 1.4375,                 0.7676,                0.72229,                0.77954,                0.42805,                 2.1957,                 1.1413,                 1.5197,              0.0033175,              0.0033175,              0.0033175
                    137,                 2.1439,                 1.1874,                 1.4332,                 0.7691,                0.71901,                0.77967,                0.42874,                 2.1903,                 1.1374,                 1.5173,               0.003268,               0.003268,               0.003268
                    138,                 2.0923,                 1.1795,                 1.4265,                0.76734,                0.71876,                 0.7801,                0.42941,                 2.1865,                  1.134,                 1.5156,              0.0032185,              0.0032185,              0.0032185
                    139,                 2.1103,                 1.1722,                 1.4229,                0.76023,                0.72086,                0.78228,                0.43046,                 2.1787,                   1.13,                 1.5123,               0.003169,               0.003169,               0.003169
                    140,                 2.0865,                 1.1688,                 1.4198,                0.76273,                0.71915,                0.78405,                0.43112,                 2.1726,                 1.1269,                 1.5097,              0.0031195,              0.0031195,              0.0031195
                    141,                 2.0919,                 1.1602,                 1.4197,                0.76807,                0.71661,                0.78493,                0.43314,                 2.1669,                 1.1238,                 1.5062,                0.00307,                0.00307,                0.00307
                    142,                 2.0859,                 1.1572,                 1.4159,                0.76623,                0.71413,                0.78463,                0.43518,                 2.1629,                 1.1205,                  1.504,              0.0030205,              0.0030205,              0.0030205
                    143,                 2.0753,                 1.1606,                 1.4196,                0.78823,                0.70016,                0.78629,                0.43601,                 2.1561,                 1.1167,                 1.5019,               0.002971,               0.002971,               0.002971
                    144,                 2.0692,                 1.1472,                 1.4116,                0.79376,                0.70083,                0.78854,                0.43818,                 2.1486,                 1.1132,                 1.4994,              0.0029215,              0.0029215,              0.0029215
                    145,                 2.0587,                 1.1444,                 1.4104,                0.79533,                0.70023,                0.78848,                 0.4396,                 2.1428,                  1.109,                 1.4973,               0.002872,               0.002872,               0.002872
                    146,                 2.0657,                 1.1472,                 1.4119,                0.79705,                 0.7004,                0.79084,                0.44088,                 2.1372,                 1.1048,                 1.4946,              0.0028225,              0.0028225,              0.0028225
                    147,                 2.0455,                 1.1394,                 1.4037,                0.79838,                0.69939,                 0.7913,                0.44214,                 2.1279,                 1.1017,                  1.492,               0.002773,               0.002773,               0.002773
                    148,                 2.0102,                 1.1327,                 1.3986,                0.79685,                0.70498,                0.79233,                0.44371,                 2.1239,                 1.0981,                 1.4901,              0.0027235,              0.0027235,              0.0027235
